WARNING | 2021-12-02 02:03:37,496 | cle.backends.externs | Symbol was allocated without a known size; emulation may fail if it is used non-opaquely: rl_attempted_completion_function
ERROR   | 2021-12-02 03:38:03,382 | root     | got an error while analyzing check_halt_node_context
ERROR   | 2021-12-02 03:38:05,276 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:05,276 | root     | got an error while analyzing check_halt_state_context
ERROR   | 2021-12-02 03:38:07,173 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:07,174 | root     | got an error while analyzing proceed_next_node
ERROR   | 2021-12-02 03:38:09,081 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:09,081 | root     | got an error while analyzing push_fail_stack
ERROR   | 2021-12-02 03:38:10,983 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:10,983 | root     | got an error while analyzing pop_fail_stack
ERROR   | 2021-12-02 03:38:12,903 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:12,903 | root     | got an error while analyzing set_regs
ERROR   | 2021-12-02 03:38:16,797 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:16,797 | root     | got an error while analyzing update_regs
ERROR   | 2021-12-02 03:38:20,136 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:20,136 | root     | got an error while analyzing sift_states_backward
ERROR   | 2021-12-02 03:38:22,084 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:22,085 | root     | got an error while analyzing build_sifted_states
ERROR   | 2021-12-02 03:38:23,999 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:23,999 | root     | got an error while analyzing clean_state_log_if_needed
ERROR   | 2021-12-02 03:38:27,927 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:27,928 | root     | got an error while analyzing update_cur_sifted_state
ERROR   | 2021-12-02 03:38:29,838 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:29,838 | root     | got an error while analyzing add_epsilon_src_nodes
ERROR   | 2021-12-02 03:38:31,742 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:31,742 | root     | got an error while analyzing check_dst_limits
ERROR   | 2021-12-02 03:38:33,649 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:33,649 | root     | got an error while analyzing check_dst_limits_calc_pos_1
ERROR   | 2021-12-02 03:38:35,538 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:35,538 | root     | got an error while analyzing check_dst_limits_calc_pos
ERROR   | 2021-12-02 03:38:38,776 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:38,776 | root     | got an error while analyzing check_subexp_limits
ERROR   | 2021-12-02 03:38:40,719 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:40,719 | root     | got an error while analyzing sift_states_bkref
ERROR   | 2021-12-02 03:38:42,649 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:42,650 | root     | got an error while analyzing sift_states_iter_mb
ERROR   | 2021-12-02 03:38:44,576 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:44,576 | root     | got an error while analyzing transit_state
ERROR   | 2021-12-02 03:38:46,519 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:46,519 | root     | got an error while analyzing merge_state_with_log
ERROR   | 2021-12-02 03:38:48,425 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:48,425 | root     | got an error while analyzing find_recover_state
ERROR   | 2021-12-02 03:38:50,337 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:50,337 | root     | got an error while analyzing check_subexp_matching_top
ERROR   | 2021-12-02 03:38:52,229 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:52,229 | root     | got an error while analyzing transit_state_mb
ERROR   | 2021-12-02 03:38:54,133 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:54,133 | root     | got an error while analyzing transit_state_bkref
ERROR   | 2021-12-02 03:38:57,349 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:57,349 | root     | got an error while analyzing get_subexp
ERROR   | 2021-12-02 03:38:59,245 | root     | b'out of memory'
ERROR   | 2021-12-02 03:38:59,245 | root     | got an error while analyzing get_subexp_sub
ERROR   | 2021-12-02 03:39:01,139 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:01,139 | root     | got an error while analyzing find_subexp_node
ERROR   | 2021-12-02 03:39:03,044 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:03,044 | root     | got an error while analyzing check_arrival
ERROR   | 2021-12-02 03:39:04,938 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:04,938 | root     | got an error while analyzing check_arrival_add_next_nodes
ERROR   | 2021-12-02 03:39:06,834 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:06,834 | root     | got an error while analyzing check_arrival_expand_ecl
ERROR   | 2021-12-02 03:39:10,672 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:10,672 | root     | got an error while analyzing expand_bkref_cache
ERROR   | 2021-12-02 03:39:15,888 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:15,888 | root     | got an error while analyzing group_nodes_into_DFAstates
ERROR   | 2021-12-02 03:39:17,781 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:17,781 | root     | got an error while analyzing check_node_accept_bytes
ERROR   | 2021-12-02 03:39:19,711 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:19,711 | root     | got an error while analyzing check_node_accept
ERROR   | 2021-12-02 03:39:21,636 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:21,636 | root     | got an error while analyzing extend_buffers
ERROR   | 2021-12-02 03:39:23,563 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:23,563 | root     | got an error while analyzing match_ctx_init
ERROR   | 2021-12-02 03:39:25,486 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:25,486 | root     | got an error while analyzing match_ctx_clean
ERROR   | 2021-12-02 03:39:27,382 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:27,382 | root     | got an error while analyzing match_ctx_free
ERROR   | 2021-12-02 03:39:29,267 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:29,267 | root     | got an error while analyzing match_ctx_add_entry
ERROR   | 2021-12-02 03:39:32,497 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:32,497 | root     | got an error while analyzing search_cur_bkref_entry
ERROR   | 2021-12-02 03:39:34,404 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:34,404 | root     | got an error while analyzing match_ctx_add_subtop
ERROR   | 2021-12-02 03:39:36,320 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:36,320 | root     | got an error while analyzing match_ctx_add_sublast
ERROR   | 2021-12-02 03:39:38,235 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:38,236 | root     | got an error while analyzing sift_ctx_init
ERROR   | 2021-12-02 03:39:42,108 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:42,108 | root     | got an error while analyzing argp_fmtstream_free
ERROR   | 2021-12-02 03:39:46,469 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:46,470 | root     | got an error while analyzing argp_fmtstream_write
ERROR   | 2021-12-02 03:39:51,772 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:51,772 | root     | got an error while analyzing argp_fmtstream_putc
ERROR   | 2021-12-02 03:39:53,682 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:53,682 | root     | got an error while analyzing argp_fmtstream_set_lmargin
ERROR   | 2021-12-02 03:39:55,565 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:55,565 | root     | got an error while analyzing argp_fmtstream_set_rmargin
ERROR   | 2021-12-02 03:39:57,451 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:57,451 | root     | got an error while analyzing argp_fmtstream_set_wmargin
ERROR   | 2021-12-02 03:39:59,336 | root     | b'out of memory'
ERROR   | 2021-12-02 03:39:59,336 | root     | got an error while analyzing argp_fmtstream_point
ERROR   | 2021-12-02 03:40:04,285 | root     | list index out of range
ERROR   | 2021-12-02 03:40:04,286 | root     | got an error while analyzing locale_charset
ERROR   | 2021-12-02 03:40:06,162 | root     | b'out of memory'
ERROR   | 2021-12-02 03:40:06,162 | root     | got an error while analyzing exchange
